Species,Genus,Family,Life Form,HimLL,HimUL,APLL,APUL,BHLL,BHUL,NPLL,NPUL,UKLL,UKUL,HPLL,HPUL,JKLL,JKUL
Ainsliaea_latifolia,Ainsliaea,Asteraceae,H,800,3960,1000,3000,800,3960,1700,3500,2000,2000,1500,3500,,
Ainsliaea_pteropoda,Ainsliaea,Asteraceae,H,1829,2134,,,,,NA,NA,1829,2134,,,,
Ajania_khartensis,Ajania,Asteraceae,H,3000,4700,3000,4500,,,4000,4700,,,,,,
Ajania_myriantha,Ajania,Asteraceae,S,2300,3050,,,2300,3050,,,,,,,,
Ajania_nubigena,Ajania,Asteraceae,H,2800,4720,,,3650,4720,2800,4400,3500,3500,,,,
Ajania_tibetica,Ajania,Asteraceae,H,3800,4500,,,,,,,3963,3963,3800,4500,,
Ajuga_brachystemon,Ajuga,Lamiaceae,H,400,3500,,,,,2700,3000,400,3500,400,3500,,
Ajuga_forrestii,Ajuga,Lamiaceae,H,3500,3500,,,,,3500,3500,,,,,,
Ajuga_integrifolia,Ajuga,Lamiaceae,H,400,5100,600,1500,1220,3000,1200,5100,400,2100,400,3500,400,2470
Ajuga_lobata,Ajuga,Lamiaceae,H,100,3700,1500,2000,1500,3700,1500,3300,,,,,,
Ajuga_lupulina,Ajuga,Lamiaceae,H,2200,4500,NA,NA,,,2200,4500,,,,,,
Ajuga_macrosperma,Ajuga,Lamiaceae,H,100,3300,1000,1500,610,3300,750,1500,300,1500,400,1500,,
Ajuga_parviflora,Ajuga,Lamiaceae,H,400,4400,,,,,600,1500,400,4400,1000,2500,400,3000
Alangium_alpinum,Alangium,Cornaceae,T,600,2700,610,2700,610,2700,1900,2700,,,,,,
Alangium_barbatum,Alangium,Cornaceae,T,100,1000,100,1000,,,,,,,,,,
Alangium_chinense,Alangium,Cornaceae,T,100,3000,100,2700,100,2700,100,2400,300,2000,1800,3000,1800,3000
Alangium_salviifolium,Alangium,Cornaceae,T,100,1200,,,900,1200,100,350,300,600,,,,
Albizia_arunachalensis,Albizia,Fabaceae,T,100,1000,100,1000,,,,,,,,,,
Albizia_chinensis,Albizia,Fabaceae,T,100,2134,100,1800,100,1500,100,1500,300,1500,400,1500,,
Albizia_julibrissin,Albizia,Fabaceae,T,100,3000,1500,3000,1500,3000,1300,1400,1500,2800,400,2000,400,2000
Albizia_kalkora,Albizia,Fabaceae,T,100,,100,300,,,,,,,,,,
Albizia_lebbeck,Albizia,Fabaceae,T,100,1700,100,1700,100,1700,100,800,300,1200,400,1000,400,1600
Albizia_lucidior,Albizia,Fabaceae,T,100,2100,100,2100,100,1100,100,1000,300,800,,,,
Albizia_myriophylla,Albizia,Fabaceae,WC,100,900,900,900,900,900,,,,,,,,
Albizia_odoratissima,Albizia,Fabaceae,T,100,1500,100,1500,100,1500,100,500,300,1200,400,1000,400,1000
Albizia_procera,Albizia,Fabaceae,T,100,1200,100,200,100,1200,100,1100,300,914,,,,
Albizia_sherriffii,Albizia,Fabaceae,T,1000,2000,1000,2000,1000,2000,,,,,,,,
Alchemilla_chthamalea,Alchemilla,Rosaceae,H,,,,,,,,,NA,NA,,,,
Alchemilla_palii,Alchemilla,Rosaceae,H,,,,,,,,,NA,NA,,,,
Alchemilla_subcrenata,Alchemilla,Rosaceae,H,1600,1600,,,,,1600,1600,,,,,,
Alchornea_mollis,Alchornea,Euphorbiaceae,T,600,1800,1100,1800,1100,1800,900,1500,,,,,,
Alchornea_tiliifolia,Alchornea,Euphorbiaceae,T,500,1700,500,1200,700,1700,,,,,,,,
Alectra_arvensis,Alectra,Orobanchaceae,H,300,2100,,,300,2100,,,,,,,,
Alectra_sessiliflora,Alectra,Orobanchaceae,H,,,,,,,,,NA,NA,,,,
Aletris_glabra,Aletris,Nartheciaceae,H,2360,3960,2360,3960,2360,3960,3400,3400,,,,,,
Aletris_gracilis,Aletris,Nartheciaceae,H,1830,3800,1830,3800,1830,3800,1830,3800,,,,,,
Aletris_nana,Aletris,Nartheciaceae,H,3200,3200,,,,,3200,3200,,,,,,
Aletris_pauciflora,Aletris,Nartheciaceae,H,1500,4900,1500,4900,1500,4900,2500,4900,3500,4500,3000,3600,,
Aleurites_cordata,Aleurites,Euphorbiaceae,T,100,100,,,,,100,300,,,,,,
Alhagi_maurorum,Alhagi,Fabaceae,H,100,800,,,,,,,,,,,400,800
Alhagi_nepalensis,Alhagi,Fabaceae,S,,,,,,,NA,NA,NA,NA,,,,
Alisma_plantago,Alisma,Alismataceae,H,100,800,,,,,,,,,,,400,800
Alisma_plantago-aquatica,Alisma,Alismataceae,H,1000,1800,1200,1600,,,NA,NA,NA,NA,1000,1500,1700,1800
Allardia_tomentosa,Allardia,Asteraceae,H,3500,4900,,,,,4900,4900,3500,4573,3600,4500,,
Alliaria_petiolata,Alliaria,Brassicaceae,H,1524,3100,,,,,2200,3100,1524,1829,1524,1829,1700,2400
Allium_ascalonicum,Allium,Amaryllidaceae,H,,,NA,NA,,,NA,NA,,,,,,
Allium_atrosanguineum,Allium,Amaryllidaceae,H,,,,,,,,,NA,NA,,,,
Allium_auriculatum,Allium,Amaryllidaceae,H,,,,,,,NA,NA,NA,NA,,,,
Allium_carolinianum,Allium,Amaryllidaceae,H,2200,5500,,,NA,NA,4800,5100,4500,5500,2200,3800,3700,3700
Allium_consanguineum,Allium,Amaryllidaceae,H,2300,2500,,,,,,,NA,NA,,,2300,2500
Allium_fasciculatum,Allium,Amaryllidaceae,H,2800,4880,,,3810,4880,2800,4500,,,,,,
Allium_griffithianum,Allium,Amaryllidaceae,H,,,,,,,,,NA,NA,,,,
Allium_hookeri,Allium,Amaryllidaceae,H,100,3050,,,1980,3050,,,,,,,,
Allium_humile,Allium,Amaryllidaceae,H,1800,4010,,,,,,,3500,3800,1800,3600,4010,4010
Allium_hypsistum,Allium,Amaryllidaceae,H,5500,5500,,,,,5500,5500,,,,,,
Allium_jacquemontii,Allium,Amaryllidaceae,H,,,,,,,,,NA,NA,,,,
Allium_lilacinum,Allium,Amaryllidaceae,H,,,,,,,,,NA,NA,NA,NA,,
Allium_loratum,Allium,Amaryllidaceae,H,,,,,,,,,NA,NA,,,NA,NA
Allium_macranthum,Allium,Amaryllidaceae,H,3670,4880,,,3670,4880,,,,,,,,
Allium_phariense,Allium,Amaryllidaceae,H,3050,4880,,,3050,4880,,,,,,,,
Allium_prattii,Allium,Amaryllidaceae,H,2400,4570,,,2440,4570,2400,4500,2400,4500,2400,4500,,
Allium_przewalskianum,Allium,Amaryllidaceae,H,3900,4200,,,,,3900,4200,3900,4200,3900,4200,,
Allium_rhabdotum,Allium,Amaryllidaceae,H,3810,4270,,,3810,4270,,,,,,,,
Allium_rubellum,Allium,Amaryllidaceae,H,400,3500,,,,,,,NA,NA,1000,2500,400,3500
Allium_schoenoprasum,Allium,Amaryllidaceae,H,,,,,,,,,NA,NA,,,,
Allium_semenovii,Allium,Amaryllidaceae,H,3500,4000,,,,,,,3500,4000,3500,4000,,
Allium_sikkimense,Allium,Amaryllidaceae,H,3000,5180,,,3050,5180,3000,4800,,,NA,NA,,
Allium_spicatum,Allium,Amaryllidaceae,H,3000,4570,,,4120,4570,3000,4500,,,,,,
Allium_stracheyi,Allium,Amaryllidaceae,H,2500,3000,,,,,,,2500,3000,2500,3000,2500,3000
Allium_victorialis,Allium,Amaryllidaceae,H,2700,3900,,,,,NA,NA,NA,NA,2700,3500,3900,3900
Allium_wallichii,Allium,Amaryllidaceae,H,2300,4650,,,2300,4420,2400,4650,2700,3500,2300,3500,,
Allmania_nodiflora,Allmania,Amaranthaceae,H,100,120,,,100,300,,,300,400,,,,
Allophylus_chartaceus,Allophylus,Sapindaceae,S,100,1150,100,1000,100,1150,,,,,,,,
Allophylus_cobbe,Allophylus,Sapindaceae,S,100,1200,600,1200,,,,,,,,,,
Allophylus_serratus,Allophylus,Sapindaceae,S,100,1200,700,1200,,,,,,,,,,
Allophylus_triphyllus,Allophylus,Sapindaceae,S,100,1000,100,1000,,,,,,,,,,
Allophylus_zeylanicus,Allophylus,Sapindaceae,T,100,1200,100,1200,,,,,,,,,,
Alloteropsis_cimicina,Alloteropsis,Poaceae,H,100,1000,,,,,,,300,1000,400,1000,400,800
Alloteropsis_semialata,Alloteropsis,Poaceae,H,100,100,,,,,,,300,400,,,,
Alniphyllum_fortunei,Alniphyllum,Styracaceae,T,,,NA,NA,,,,,,,,,,
Alnus_nepalensis,Alnus,Betulaceae,T,100,3300,1000,3300,1000,3300,100,2600,1000,2743,1200,3000,,
Alnus_nitida,Alnus,Betulaceae,T,1000,3000,,,,,2100,2200,2100,2200,1000,3000,1700,1700
Alocasia_cucullata,Alocasia,Araceae,H,100,900,,,900,900,,,,,,,,
Alocasia_fallax,Alocasia,Araceae,H,100,1850,600,1200,100,1850,,,,,,,,
Alocasia_fornicata,Alocasia,Araceae,H,100,1000,100,1000,,,,,,,,,,
Alocasia_navicularis,Alocasia,Araceae,H,100,450,NA,NA,,,100,450,,,,,,
Alocasia_odora,Alocasia,Araceae,H,100,400,,,100,300,,,,,,,,
Alopecurus_aequalis,Alopecurus,Poaceae,H,100,2900,,,1250,2450,2300,2900,300,2000,1200,2700,1700,1700
Alopecurus_arundinaceus,Alopecurus,Poaceae,H,1700,3500,,,,,,,NA,NA,2000,3500,1700,2700
Alopecurus_geniculatus,Alopecurus,Poaceae,H,1700,1700,,,,,1700,1700,1700,1700,1700,1700,1700,1700
Alopecurus_himalaicus,Alopecurus,Poaceae,H,3200,3800,,,,,,,,,,,3200,3800
Alopecurus_myosuroides,Alopecurus,Poaceae,H,,,,,,,,,NA,NA,,,,
Alopecurus_nepalensis,Alopecurus,Poaceae,H,,,,,,,NA,NA,NA,NA,,,,
Alphonsea_lutea,Alphonsea,Annonaceae,T,100,600,100,600,,,,,,,,,,
Alphonsea_ventricosa,Alphonsea,Annonaceae,T,100,1000,100,1000,,,,,,,,,,
Alpinia_calcarata,Alpinia,Zingiberaceae,H,100,900,NA,NA,NA,NA,100,300,,,400,900,,
Alpinia_nigra,Alpinia,Zingiberaceae,H,100,1000,100,1000,100,610,100,600,,,,,,
Alpinia_zerumbet,Alpinia,Zingiberaceae,H,100,900,,,,,,,NA,NA,400,900,,
Alseodaphne_andersonii,Alseodaphne,Lauraceae,T,300,1500,300,1500,,,,,,,,,,
Alseodaphne_himalayana,Alseodaphne,Lauraceae,T,,,,,,,,,NA,NA,,,,
Alseodaphne_owdenii,Alseodaphne,Lauraceae,T,800,2700,,,800,2700,,,,,,,,
Alstonia_neriifolia,Alstonia,Apocynaceae,S,100,1600,900,1300,100,1600,100,900,,,,,,
Alstonia_rostrata,Alstonia,Apocynaceae,WC,,,,,,,,,NA,NA,,,,
Alstonia_scholaris,Alstonia,Apocynaceae,T,100,1500,100,1000,100,1500,100,300,300,609,400,1000,,
Alstonia_sebusi,Alstonia,Apocynaceae,S,,,,,NA,NA,,,,,,,,
Alternanthera_sessilis,Alternanthera,Amaranthaceae,H,100,2000,100,1500,100,1500,100,2000,300,1200,400,1200,400,1000
Altingia_excelsa,Altingia,Altingiaceae,T,300,1830,300,1250,890,1830,,,,,,,,
Alysicarpus_bupleurifolius,Alysicarpus,Fabaceae,H,100,1219,,,,,NA,NA,300,1219,400,1219,400,1200
Alysicarpus_hamosus,Alysicarpus,Fabaceae,H,100,800,NA,NA,,,,,300,400,,,400,800
Alysicarpus_heyneanus,Alysicarpus,Fabaceae,H,100,1000,,,,,,,300,1000,,,,
Alysicarpus_longifolius,Alysicarpus,Fabaceae,H,100,100,100,300,,,,,300,400,,,,
Alysicarpus_monilifer,Alysicarpus,Fabaceae,H,100,800,NA,NA,,,,,NA,NA,400,800,400,800
Alysicarpus_rugosus,Alysicarpus,Fabaceae,H,100,1500,,,100,900,100,1200,300,1500,400,1500,400,1500
Alysicarpus_scariosus,Alysicarpus,Fabaceae,H,100,100,100,300,,,,,300,400,,,,
Alysicarpus_vaginalis,Alysicarpus,Fabaceae,H,100,1500,,,1300,1300,100,1200,300,1500,400,1000,400,1000
Alyssum_desertorum,Alyssum,Brassicaceae,H,,,,,,,,,,,NA,NA,,
Alyxia_gracilis,Alyxia,Apocynaceae,WC,300,600,,,300,600,,,,,,,,
Amaranthus_tenuifolius,Amaranthus,Amaranthaceae,H,,,,,,,NA,NA,,,,,,
Amberboa_ramosa,Amberboa,Asteraceae,H,,,,,,,,,NA,NA,,,,
Amblyanthopsis_bhotanica,Amblyanthopsis,Primulaceae,S,1700,1700,,,1700,1700,,,,,,,,
Amblyanthopsis_membranacea,Amblyanthopsis,Primulaceae,S,,,NA,NA,,,,,,,,,,
Amblyanthus_glandulosus,Amblyanthus,Primulaceae,S,1800,2430,,,1800,2430,,,,,,,,
Amischotolype_hookeri,Amischotolype,Commelinaceae,H,100,1200,600,800,100,1200,100,800,,,,,,
Amischotolype_mollissima,Amischotolype,Commelinaceae,H,100,1500,100,1400,100,1500,,,,,,,,
Ammannia_auriculata,Ammannia,Lythraceae,H,100,1800,,,,,700,1400,600,600,,,400,1800
Ammannia_baccifera,Ammannia,Lythraceae,H,100,1000,,,NA,NA,100,1000,300,1000,,,400,1000
Ammannia_multiflora,Ammannia,Lythraceae,H,100,1300,,,,,100,1300,300,1200,,,400,1200
Ammannia_rotundifolia,Ammannia,Lythraceae,H,100,1676,,,NA,NA,NA,NA,1219,1676,,,,
Ammannia_verticillata,Ammannia,Lythraceae,H,1219,1219,,,,,,,1219,1219,,,,
Amomum_aromaticum,Amomum,Zingiberaceae,H,100,1500,100,1500,100,1220,100,1220,,,,,,
Amomum_dealbatum,Amomum,Zingiberaceae,H,100,1830,600,1830,600,1830,100,500,,,,,,
Amomum_kingii,Amomum,Zingiberaceae,H,,,,,NA,NA,,,,,,,,
Amomum_maximum,Amomum,Zingiberaceae,H,100,1500,100,1500,,,,,,,,,,
Amomum_subulatum,Amomum,Zingiberaceae,H,100,2050,100,1000,100,2050,1000,2000,1000,2000,900,2000,,
Amorphophallus_bulbifer,Amorphophallus,Araceae,H,100,1400,100,1400,100,1070,100,900,,,,,,
Amorphophallus_commutatus,Amorphophallus,Araceae,H,100,,100,300,,,,,,,,,,
Amorphophallus_margaritifer,Amorphophallus,Araceae,H,100,,,,,,,,300,400,,,,
Amorphophallus_napalensis,Amorphophallus,Araceae,H,100,1500,,,100,1500,700,1500,700,1500,,,,
Ampelocalamus_patellaris,Ampelocalamus,Poaceae,S,100,1800,,,1000,1800,1200,1800,,,,,,
Ampelocissus_barbata,Ampelocissus,Vitaceae,WC,100,1500,1000,1500,100,1000,,,NA,NA,,,,
Ampelocissus_divaricata,Ampelocissus,Vitaceae,WC,100,2500,100,1500,1300,1740,100,1700,300,2500,400,1000,,
Ampelocissus_latifolia,Ampelocissus,Vitaceae,WC,100,1600,,,100,1600,100,1600,300,1500,800,1600,400,1600
Ampelocissus_rugosa,Ampelocissus,Vitaceae,WC,100,2400,,,1000,1800,1000,2400,300,2134,400,2134,,
Ampelocissus_sikkimensis,Ampelocissus,Vitaceae,WC,100,2000,1700,2000,600,2000,1000,2000,,,,,,
Ampelocissus_tomentosa,Ampelocissus,Vitaceae,WC,,,,,,,,,NA,NA,,,,
Ampelopsis_glandulosa,Ampelopsis,Vitaceae,WC,1300,1600,NA,NA,NA,NA,1300,1600,,,,,,
Ampelopsis_vitifolia,Ampelopsis,Vitaceae,WC,,,,,,,,,,,NA,NA,,
Amphicarpaea_ferruginea,Amphicarpaea,Fabaceae,HC,2100,3000,,,2100,3000,2100,3000,,,,,,
Amphineurion_marginatum,Amphineurion,Apocynaceae,WC,100,800,,,100,800,,,,,,,,
Anagallis_pumila,Anagallis,Primulaceae,H,100,2100,,,,,900,1600,300,2100,400,2100,,
Anaphalis_adnata,Anaphalis,Asteraceae,H,100,3300,1000,1500,800,3200,800,3200,1500,2286,1500,3300,1500,3300
Anaphalis_alata,Anaphalis,Asteraceae,H,2700,3800,,,,,2700,3800,,,,,,
Anaphalis_busua,Anaphalis,Asteraceae,H,100,4080,100,250,100,4080,1500,2900,1500,3500,1200,2500,2900,2900
Anaphalis_cavei,Anaphalis,Asteraceae,H,4100,5300,,,5000,5300,4100,4900,,,,,,
Anaphalis_contorta,Anaphalis,Asteraceae,H,1200,5000,1200,5000,1700,4500,1700,4500,1524,3963,1800,2700,3200,3200
Anaphalis_cooperi,Anaphalis,Asteraceae,S,3800,4480,,,3800,4480,,,,,,,,
Anaphalis_cuneifolia,Anaphalis,Asteraceae,H,2050,4000,,,NA,NA,,,2500,2500,3000,4000,2050,2700
Anaphalis_deserti,Anaphalis,Asteraceae,S,4500,4700,,,4500,4700,,,,,,,,
Anaphalis_griffithii,Anaphalis,Asteraceae,H,100,3000,100,2500,100,1350,900,3000,,,,,900,3000
Anaphalis_hookeri,Anaphalis,Asteraceae,H,2745,2745,,,2745,2745,,,,,,,,
Anaphalis_margaritacea,Anaphalis,Asteraceae,H,900,4500,1500,3000,900,4500,1800,3100,1829,3500,1500,3000,1900,3600
Anaphalis_muliensis,Anaphalis,Asteraceae,H,4000,4000,,,,,4000,4000,,,,,,
Anaphalis_nepalensis,Anaphalis,Asteraceae,H,2000,4500,2400,4265,2400,4265,2900,4100,3500,4500,2500,3000,2000,2000
Anaphalis_nubigena,Anaphalis,Asteraceae,H,4268,4573,,,,,,,4268,4573,,,,
Anaphalis_royleana,Anaphalis,Asteraceae,H,1200,4570,4000,4500,3950,4570,1200,4200,3000,4500,2000,2700,3000,3400
Anaphalis_subdecurrens,Anaphalis,Asteraceae,H,100,487,,,,,,,300,487,,,,
Anaphalis_subumbellata,Anaphalis,Asteraceae,H,100,4300,,,100,3650,4300,4300,,,,,,
Anaphalis_triplinervis,Anaphalis,Asteraceae,H,1500,4250,1500,3000,1800,4250,1800,3300,2000,3500,1500,3200,1500,3200
Anaphalis_virgata,Anaphalis,Asteraceae,H,2700,3500,,,,,2700,3200,3500,3500,,,,
Anaphalis_viridis,Anaphalis,Asteraceae,H,,,,,,,NA,NA,,,,,,
Anaphalis_xylorhiza,Anaphalis,Asteraceae,H,3400,5000,,,3950,4900,3400,5000,3600,3600,,,,
Anaphalis_yunnanensis,Anaphalis,Asteraceae,H,4700,4700,,,,,4700,4700,,,,,,
Androcorys_angustilabris,Androcorys,Orchidaceae,H,4000,4300,4000,4300,4000,4300,,,,,,,,
Androcorys_gracilis,Androcorys,Orchidaceae,H,3350,4200,,,3350,4200,,,,,,,,
Androcorys_josephi,Androcorys,Orchidaceae,H,2700,4500,4000,4500,3700,4500,2700,4100,2700,4100,,,,
Androcorys_monophylla,Androcorys,Orchidaceae,H,1500,4200,2000,2000,3500,4200,2400,2700,1500,2500,1500,2000,,
Androcorys_pugioniformis,Androcorys,Orchidaceae,H,3500,5000,3600,4797,3600,4797,4000,5000,4000,5000,3500,4500,,
Andrographis_echioides,Andrographis,Acanthaceae,H,100,800,,,,,,,400,600,400,900,400,800
Andrographis_laxiflora,Andrographis,Acanthaceae,H,100,1500,100,1500,,,,,,,,,,
Andrographis_paniculata,Andrographis,Acanthaceae,H,100,1000,,,,,,,NA,NA,400,1000,,
Andromeda_ovalifolia,Andromeda,Ericaceae,T,1524,2743,,,NA,NA,NA,NA,1524,2743,,,,
Andromeda_villosa,Andromeda,Ericaceae,T,3048,3048,,,,,,,3048,3048,,,,
Andropogon_chinensis,Andropogon,Poaceae,H,800,1800,800,1800,,,,,,,,,,
Andropogon_munroi,Andropogon,Poaceae,H,100,4000,,,1100,2160,2100,4000,1550,3500,1500,3500,1500,3500
Andropogon_pumilus,Andropogon,Poaceae,H,,,,,,,,,NA,NA,,,,
Androsace_cordifolia,Androsace,Primulaceae,H,,,,,NA,NA,NA,NA,,,NA,NA,,
Androsace_croftii,Androsace,Primulaceae,H,1700,3960,,,3650,3960,1700,2800,,,,,,
Androsace_delavayi,Androsace,Primulaceae,H,3000,5300,,,4560,4730,4300,5300,4300,5300,3000,4000,,
Androsace_erecta,Androsace,Primulaceae,H,3000,3000,,,,,3000,3000,,,,,,
Androsace_gagnepainiana,Androsace,Primulaceae,H,,,NA,NA,,,,,,,,,,
Androsace_geraniifolia,Androsace,Primulaceae,H,2000,4270,,,2130,4270,2000,3400,2300,4000,,,,
Androsace_globifera,Androsace,Primulaceae,H,3200,4720,,,3960,4720,3200,3400,3500,4500,,,,
Androsace_graminifolia,Androsace,Primulaceae,H,4270,4270,,,4270,4270,,,,,,,,
Androsace_hemisphaerica,Androsace,Primulaceae,H,4410,4730,,,4410,4730,,,,,,,,
Androsace_henryi,Androsace,Primulaceae,H,2440,2890,2500,2800,2440,2890,2600,2600,,,,,,
Androsace_hookeriana,Androsace,Primulaceae,H,3350,4900,,,3350,4900,3400,4100,,,,,,
Androsace_jacquemontii,Androsace,Primulaceae,H,4573,5182,,,,,,,4573,5182,4573,5182,,
Androsace_lanuginosa,Androsace,Primulaceae,H,1500,3000,,,,,1800,2800,1500,3000,1500,3000,1500,1500
Androsace_ludlowiana,Androsace,Primulaceae,H,3590,4720,,,3590,4720,,,,,,,,
Androsace_mucronifolia,Androsace,Primulaceae,H,4200,4200,,,,,,,,,NA,NA,4200,4200
Androsace_muscoidea,Androsace,Primulaceae,H,3300,5600,,,,,3300,5600,,,,,,
Androsace_nepalensis,Androsace,Primulaceae,H,3500,5300,,,3500,4570,3500,5300,,,,,,
Androsace_nortonii,Androsace,Primulaceae,H,3500,4700,,,,,3500,4700,,,,,,
Androsace_poissonii,Androsace,Primulaceae,H,4000,4000,,,,,,,4000,4000,,,,
Androsace_rotundifolia,Androsace,Primulaceae,H,900,3800,,,,,900,3700,1500,3800,1500,3600,1700,3000
Androsace_sarmentosa,Androsace,Primulaceae,H,2000,4040,,,2740,3700,2500,4000,2439,4040,2000,4000,,
Androsace_selago,Androsace,Primulaceae,H,2900,4880,,,3960,4880,,,,,,,2900,3500
Androsace_sempervivoides,Androsace,Primulaceae,H,3000,4100,,,,,,,,,3000,4000,3100,4100
Androsace_strigillosa,Androsace,Primulaceae,H,2400,4700,,,3200,4570,2400,4700,,,,,,
Androsace_tapete,Androsace,Primulaceae,H,3800,5200,,,3960,4570,3800,5200,,,,,,
Androsace_umbellata,Androsace,Primulaceae,H,100,2000,,,100,1500,100,1500,300,2000,400,1500,400,2000
Androsace_villosa,Androsace,Primulaceae,H,3353,4725,,,,,,,3353,4725,,,,
Androsace_zambalensis,Androsace,Primulaceae,H,4570,5600,,,4570,4880,4600,5600,,,,,,
Anemone_demissa,Anemone,Ranunculaceae,H,2700,5600,,,3350,4570,2700,5600,,,,,,
Anemone_elongata,Anemone,Ranunculaceae,H,1200,3500,1200,1800,,,2600,3500,2800,3048,,,,
Anemone_falconeri,Anemone,Ranunculaceae,H,1900,2600,,,,,,,,,NA,NA,1900,2600
Anemone_fuscopurpurea,Anemone,Ranunculaceae,H,3600,4400,,,,,3600,4400,,,,,,
Anemone_geum,Anemone,Ranunculaceae,H,4000,5100,NA,NA,,,4000,5100,4000,5100,,,,
Anemone_griffithii,Anemone,Ranunculaceae,H,1800,3000,1800,3000,1980,2800,1980,2800,,,,,,
Anemone_howellii,Anemone,Ranunculaceae,H,1500,2500,1500,2500,,,,,,,,,,
Anemone_hupehensis,Anemone,Ranunculaceae,H,400,2600,,,400,2600,,,,,,,,
Anemone_obtusiloba,Anemone,Ranunculaceae,H,2000,4500,,,2300,3960,2300,4200,2000,4500,2000,4000,2000,3800
Anemone_polyanthes,Anemone,Ranunculaceae,H,2000,4500,,,3300,4110,3000,4400,3000,4500,2000,3500,2000,3500
Anemone_polycarpa,Anemone,Ranunculaceae,H,3000,4400,,,NA,NA,3000,4400,,,,,,
Anemone_raui,Anemone,Ranunculaceae,H,,,,,,,,,NA,NA,,,,
Anemone_rivularis,Anemone,Ranunculaceae,H,100,4500,1300,1600,1980,3960,1600,4000,300,4500,2000,3600,2000,3600
Anemone_rupestris,Anemone,Ranunculaceae,H,1800,4880,1800,3000,3500,4880,3500,4600,3500,4600,,,,
Anemone_rupicola,Anemone,Ranunculaceae,H,2600,4800,,,2830,4800,2900,4700,2600,4800,2700,4200,2700,4000
Anemone_smithiana,Anemone,Ranunculaceae,H,3000,4500,,,3960,3960,3000,4500,,,,,,
Anemone_tetrasepala,Anemone,Ranunculaceae,H,2100,3600,,,,,,,NA,NA,2100,3600,2850,3220
Anemone_trullifolia,Anemone,Ranunculaceae,H,3200,4730,,,3200,4730,3200,4730,,,,,,
Anemone_vitifolia,Anemone,Ranunculaceae,H,1300,3300,1400,1600,1300,3300,1300,3300,1500,3000,1500,3000,1780,2500
Angelica_cyclocarpa,Angelica,Apiaceae,H,2800,4000,,,2800,4000,2800,3500,,,,,,
Angelica_glauca,Angelica,Apiaceae,H,2000,3200,,,,,,,2500,3000,2000,3200,2000,3200
Angelica_nubigena,Angelica,Apiaceae,H,3000,4200,,,3000,4200,3500,3500,,,,,,
Anisadenia_pubescens,Anisadenia,Linaceae,H,1980,2850,1980,2850,1980,2850,,,,,,,,
Anisadenia_saxatilis,Anisadenia,Linaceae,H,1600,2700,1600,2000,1700,2700,1700,2700,1700,2700,,,,
Aniselytron_treutleri,Aniselytron,Poaceae,H,1300,3660,2000,3000,1300,3660,,,,,,,,
Anisochilus_carnosus,Anisochilus,Lamiaceae,H,100,2000,1500,2000,1500,2000,100,1000,300,2000,400,1500,400,1500
Anisochilus_mitis,Anisochilus,Lamiaceae,H,1070,1700,,,1070,1700,,,,,,,,
Anisochilus_pallidus,Anisochilus,Lamiaceae,H,305,1600,305,1600,305,1600,600,1100,,,,,,
Anisochilus_polystachys,Anisochilus,Lamiaceae,H,150,1500,400,1500,150,610,150,610,,,,,,
Anisodus_luridus,Anisodus,Solanaceae,S,2285,3960,3000,4500,2285,3960,2500,3800,2500,3800,,,,
Anisodus_tanguticus,Anisodus,Solanaceae,S,4200,4400,,,,,4200,4400,,,,,,
Anisomeles_indica,Anisomeles,Lamiaceae,H,100,2450,100,1500,100,2400,100,2400,300,1700,400,1500,400,2450
Anisopappus_chinensis,Anisopappus,Asteraceae,H,,,NA,NA,NA,NA,,,,,,,,
Anodendron_paniculatum,Anodendron,Apocynaceae,WC,100,600,100,600,,,,,,,,,,
Anoectochilus_brevilabris,Anoectochilus,Orchidaceae,H,1000,1900,1200,1800,1000,1900,,,,,,,,
Anoectochilus_grandiflorus,Anoectochilus,Orchidaceae,H,900,1700,1000,1500,900,1700,,,,,,,,
Anoectochilus_roxburghii,Anoectochilus,Orchidaceae,H,100,2000,1000,1500,100,1600,100,1600,2000,2000,,,,
Anogeissus_acuminata,Anogeissus,Combretaceae,T,100,600,,,100,600,,,,,,,,
Anogeissus_latifolia,Anogeissus,Combretaceae,T,100,1219,,,,,100,1200,300,1219,400,1000,,
Antenoron_filiforme,Antenoron,Polygonaceae,H,1050,1650,,,1050,1650,,,,,,,,
Anthogonium_gracile,Anthogonium,Orchidaceae,H,100,2800,900,2500,1200,2800,1500,2000,,,,,,
Anthoxanthum_hookeri,Anthoxanthum,Poaceae,H,1900,4080,,,1900,4080,1900,4080,,,,,,
Anthoxanthum_sikkimense,Anthoxanthum,Poaceae,H,3050,3800,,,3050,3350,3800,3800,,,,,,
Anthriscus_nemorosa,Anthriscus,Apiaceae,H,2500,3800,,,,,2500,3800,2500,3500,2500,3500,2500,3500
Anthriscus_stocksiana,Anthriscus,Apiaceae,H,,,,,,,,,,,,,NA,NA
Anthriscus_sylvestris,Anthriscus,Apiaceae,H,,,,,,,,,,,NA,NA,,
Antidesma_acidum,Antidesma,Phyllanthaceae,T,100,1600,100,1200,100,1520,100,1200,300,1600,400,1000,400,1200
Antidesma_bunius,Antidesma,Phyllanthaceae,T,100,1600,1000,1600,100,1100,1220,1220,,,,,,
Antidesma_ghaesembilla,Antidesma,Phyllanthaceae,T,100,609,,,100,600,100,600,300,609,,,,
